id,age,gender,ethnicity,education,politics,c19vax_opinion,employment,politic_affil,vax_attitude,time_text,text,consp01,familiar_consp01,distr04,familiar_distr04,unwar03,familiar_unwar03,world02,familiar_world02,relig04,familiar_relig04,moral01,familiar_moral01,fears06,familiar_fears06,disto04,familiar_disto04,selfi05,familiar_selfi05,epist01,familiar_epist01,react04,familiar_react04,cmq01,cmq04,cmq05,yts_6,yts_7,yts_8,pseudo_1,pseudo_4,pseudo_6,populist_1,populist_2,populist_3,religion_2,religion_4,religion_5,MA1R,MA3,MA4R,GMA_5,GMA_6,GMA_8,risk_covid_1,risk_flu_1,risk_vax_covid_1,risk_vax_flu_1,self_1,self_5,self_6,ebs_pol_1,ebs_pol_2,ebs_pol_4,reactance_2,reactance_4,reactance_5,positive_comment,politic_affil_recode,spans,n_consp,n_distr,n_unwar,n_relig,n_moral,n_fears,n_disto,n_selfi,n_epist,n_react,n_world,n_spans,root_total,is_consp,is_distr,is_unwar,is_relig,is_moral,is_fears,is_disto,is_selfi,is_epist,is_react,is_world,lca_class
179,34,1,1,4,6,Against (I feel negatively about the vaccines),Full-Time,Independent,2,146.046,"While I am not opposed to vaccinations, I do believe there is a line of ""Playing God"" and demanding unregulated vaccinations such as COVID. COVID is still prevalent today, despite multiple vaccines that were barely FDA approved. I am vaccinated (by force of employment) and have had COVID twice since receiving. 

I do think there is a strong backing in medical research and many vaccines have proven to be useful in eradicating a disease - on the other hand I am against seasonal vaccines (flu, etc) as I prefer to allow my natural defenses and herbs do their job.",5,0,6,0,7,0,5,0,2,0,3,0,4,0,3,0,4,0,4,0,5,0,9,7,8,3,4,4,4,4,2,3,3,3,4,3,2,3,3,3,4,1,2,10,20,80,50,6,5,5,4,3,5,2,2,3,0,Other,"['there is a line of ""Playing God"" and demanding unregulated vaccinations such as COVID.', 'COVID is still prevalent today, despite multiple vaccines that were barely FDA approved.', 'I am against seasonal vaccines (flu, etc) as I prefer to allow my natural defenses and herbs do their job.', 'I am vaccinated (by force of employment) and have had COVID twice since receiving.']",0,2,1,0,0,0,0,0,1,1,0,4,4,0,1,1,0,0,0,0,0,1,1,0,2
180,29,2,1,3,3,Against (I feel negatively about the vaccines),Part-Time,Democrat,4,314.052,"Vaccination I think is up to the person to decide, for all sorts of vaccines. There are good ones and ones where the side-effects or long-term effects may outweigh the benefit. Ones that prevent highly contagious diseases that can be deadly should probably be taken, but not forced.",7,1,7,0,5,1,1,0,1,1,1,0,2,1,4,1,6,0,2,0,5,1,11,6,10,2,1,2,4,2,2,5,5,2,5,4,2,4,1,4,5,5,1,30,20,95,70,5,3,3,1,1,1,1,2,4,0,Democrat,"['ones where the side-effects or long-term effects may outweigh the benefit.', 'Vaccination I think is up to the person to decide,', 'Ones that prevent highly contagious diseases that can be deadly should probably be taken, but not forced.']",0,0,0,0,0,0,1,0,0,2,0,3,2,0,0,0,0,0,0,1,0,0,1,0,1
181,45,2,1,4,1,Against (I feel negatively about the vaccines),"Not in paid work (e.g. homemaker', 'retired or disabled)",Independent,2,262.566,"When my son was a baby, I was strongly urged to vaccinate him, as most people are with their babies. I never questioned it and went ahead and got him the standard vaccines on time. He started having horrible reactions, including screaming uncontrollably, not gaining weight, and a gluten sensitivity was triggered. It was getting worse and worse with each one and in spite of me voicing my concerns to my doctor, she said if I didn't continue she would drop me as a patient. After speaking with other pediatricians and spending years on research, the conclusion was agreed upon that they had been damaging to my son. But it's highly expensive and challenging to ever get that proven and doctors never agree about those kinds of things. So I constantly have to explain to doctors again and again why we don't do them any longer. There are so many children with similar stories as mine and documented cases. But they rarely will listen or acknowledge the science that exists to push the vaccine agenda. Which makes it really hard to trust them with any information.",5,1,5,1,5,1,4,1,2,1,4,0,5,1,4,1,5,1,5,1,5,1,11,8,8,2,2,2,4,3,3,4,4,3,2,2,2,3,1,3,4,3,3,6,5,60,55,4,5,5,4,4,4,3,3,4,0,Other,"['they rarely will listen or acknowledge the science that exists to push the vaccine agenda. Which makes it really hard to trust them with any information.', 'There are so many children with similar stories as mine and documented cases.', 'He started having horrible reactions, including screaming uncontrollably, not gaining weight, and a gluten sensitivity was triggered.', ""It was getting worse and worse with each one and in spite of me voicing my concerns to my doctor, she said if I didn't continue she would drop me as a patient."", 'After speaking with other pediatricians and spending years on research, the conclusion was agreed upon that they had been damaging to my son.']",0,2,1,0,0,0,0,0,2,0,0,5,3,0,1,1,0,0,0,0,0,1,0,0,3
182,34,2,145,5,6,Against (I feel negatively about the vaccines),Full-Time,Independent,2,883.627,"In hyper-focusing on the symptom relief provided by vaccines, we may never get around to attenuating causes of mass disease. I think we are treating spread within communities, countries and individuals by [essentially only] supporting this way of disease stoppage, but we could do better by decreasing the density and requirements of humans to fulfill themselves. It seems like the goals of modernity are competing with the generation of disease. Disease happens and it needs tended to. But when all is said and done with vaccinations and its current usefulness, it is still slow, not evenly distributed and not focused on ID research as a means to station the diseases in a natural way. 

I believe we have mass pandemics because of the way we live. The devastating pandemics of the past went to maximums of death, where now we are trying to lessen their burden. But when we think we've done something, we need a rest and stop looking at other things like true habitability. I only hear that there's a problem that needs fixing and various researchers calling out for ID awareness. Governments like ours haven't gone to the point of directing land usage and production on those lands for products, food, et cetera. And if someone or some country has a problem, any problem really, we all end up sharing somehow. It's most often in a significant way, even if we do not see it or are not able to start necessary changes. 

I have listened to the FDA's panel called VRBPAC, and it seems that many vaccines produce lasting effects that physically and emotionally harm individuals. They are now long-term conditions, instead of naturally fighting certain kinds of disease. As a respiratory disease, I think we can leave vaccines somewhere in the wayside for those that require it. Also, altered genes themselves can become destructive. For every action, there is definitely some equal and opposite reaction. I would like humans to have less opposition to themselves, so this is why I am not for mass vaccination. Especially because some humans may have a rightful need to trudge on, or even develop fully, without what is perceived as outside influence. That is, we want to be free in our own ways.",6,1,2,0,6,0,4,0,4,0,7,0,7,1,6,1,6,0,5,0,5,0,11,8,11,3,5,4,4,4,3,4,4,3,1,1,1,2,3,2,3,2,3,25,45,80,99,5,5,6,3,4,4,4,4,4,0,Other,"['In hyper-focusing on the symptom relief provided by vaccines, we may never get around to attenuating causes of mass disease.', 'we are treating spread within communities, countries and individuals by [essentially only] supporting this way of disease stoppage, but we could do better by decreasing the density and requirements of humans to fulfill themselves.', 'it is still slow, not evenly distributed and not focused on ID research as a means to station the diseases in a natural way.', 'many vaccines produce lasting effects that physically and emotionally harm individuals.', 'They are now long-term conditions, instead of naturally fighting certain kinds of disease.', 'we can leave vaccines somewhere in the wayside for those that require it.', 'altered genes themselves can become destructive.', 'we want to be free in our own ways.']",0,1,4,0,0,1,2,0,0,1,0,8,5,0,1,1,0,0,1,1,0,0,1,0,1
183,37,1,1,5,5,Against (I feel negatively about the vaccines),Full-Time,Independent,6,191.77,"A real vaccination has stopped so many diseases from happening that I can't help but feel positive about them.  Until the mRNA shot (I cannot call it a vaccination) I was overly positive about all vaccinations.

True vaccines even help to eradicate Polio, but it is resurfacing again in places that took the lesser oral version (due to religious reasons or costs) so if they had taken the actual vaccine then Polio would still be, pretty much, non-existent.",7,0,6,0,2,0,1,0,1,0,4,0,4,0,4,0,4,0,2,0,7,0,9,6,11,3,3,4,5,3,1,5,5,1,3,1,2,1,4,1,5,2,3,100,60,100,30,4,1,1,5,1,1,1,5,5,0,Other,['the mRNA shot (I cannot call it a vaccination)'],0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3
184,37,2,1,5,5,Against (I feel negatively about the vaccines),Part-Time,Independent,5,266.042,"I feel slightly positive about vaccination because some of them, such as hepatitis, MMR, and meningitis, have largely eradicated problems that I know people to have died from. For example, in the 1950s, my aunt lost a child to meningitis because there wasn't a vaccine yet. Even in my lifetime, the varicella/varivax vaccine has gotten rid of what used to be a somewhat right of passage, chicken pox, which left all of us in the first or second grade with at least a few pock marks. However, newer vaccines I feel have been a bit rushed as pharmaceutical companies place too much emphasis on progress through profits, so I can't be entirely positive about the direction vaccinations are going in. I used to work in healthcare, and still have friends in healthcare, and we all share some of the same hesitations.",7,1,7,1,6,1,5,1,4,0,3,0,5,1,5,0,7,0,6,0,6,1,11,10,10,4,4,4,4,4,5,5,5,5,5,5,5,4,1,3,5,5,2,65,75,100,85,6,6,6,5,5,5,2,5,4,0,Other,"['newer vaccines I feel have been a bit rushed', 'pharmaceutical companies place too much emphasis on progress through profits,']",0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,3
185,47,2,13,3,6,Against (I feel negatively about the vaccines),"Not in paid work (e.g. homemaker', 'retired or disabled)",Independent,1,1191.346,"Vaccines are a one-size-fits-all ""medicine"", whereas any other medicine is given according to height, weight, and age. The companies that make these vaccines were given 100% immunity from any kind of prosecution or responsibility of any kind thanks to Reagan in 1986. If a person or the children's parents are lucky enough to have a doctor that submits vaccine injuries or deaths from vaccines to VAERS, and they are lucky enough to get a claim awarded, it's the taxpayers that foot the bill, not the vaccine makers. Also, even though everyone should have true informed consent before every medical procedure and before every medicine is given, and parents/patients are supposed to be given vaccine inserts to read beforehand, most never are. If you are lucky enough to get the insert from your doctor/pharmacy, the vaccine ingredients are often written in numerical codes. I am more informed and given 100% true consent before I agree to take a research study for you, I expect the exact 100% truth, clarity, honesty, and informed consent before I would ever inject or allow my children to be injected with any vaccine, or any medicine to be given. And, if I or my children were to be harmed or killed, I expect the company that made that vaccine/medicine to be held liable and the medicine/vaccine to be taken off the market. When that happens, and the 1986 law is repealed, then I would be willing to change my mind.",6,1,6,0,6,1,6,1,5,1,4,0,7,1,6,1,4,1,4,0,6,1,8,6,8,2,2,2,4,3,3,5,5,2,5,4,4,3,2,2,4,5,2,37,20,100,100,3,2,5,3,3,3,3,3,3,0,Other,"['Vaccines are a one-size-fits-all ""medicine"", whereas any other medicine is given according to height, weight, and age.', ""If a person or the children's parents are lucky enough to have a doctor that submits vaccine injuries or deaths from vaccines to VAERS, and they are lucky enough to get a claim awarded, it's the taxpayers that foot the bill, not the vaccine makers."", 'The companies that make these vaccines were given 100% immunity from any kind of prosecution or responsibility of any kind thanks to Reagan in 1986.', 'even though everyone should have true informed consent before every medical procedure and before every medicine is given, and parents/patients are supposed to be given vaccine inserts to read beforehand, most never are.', 'If you are lucky enough to get the insert from your doctor/pharmacy, the vaccine ingredients are often written in numerical codes.', 'I am more informed and given 100% true consent before I agree to take a research study for you,', 'I expect the exact 100% truth, clarity, honesty, and informed consent before I would ever inject or allow my children to be injected with any vaccine, or any medicine to be given.', 'if I or my children were to be harmed or killed, I expect the company that made that vaccine/medicine to be held liable and the medicine/vaccine to be taken off the market.']",0,7,0,0,1,0,0,0,1,0,0,8,3,0,1,0,0,1,0,0,0,1,0,0,3
186,29,1,1,3,5,Against (I feel negatively about the vaccines),Full-Time,NA,4,64.512,The covid vaccination was completely unnecessary in my opinon but as for the rest of the vaccines i do think they are warranted.,4,0,4,0,2,0,6,0,1,0,1,0,2,0,1,0,2,0,1,0,6,0,7,5,9,1,1,1,2,3,1,4,4,3,3,1,1,4,1,4,1,1,4,0,67,47,0,6,5,6,2,3,5,1,5,5,0,Other,['The covid vaccination was completely unnecessary'],0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
187,26,2,4,5,8,Against (I feel negatively about the vaccines),NA,Independent,3,196.403,"I do believe in vaccinations that have been studies for decades. But, in some scenarios like the COVID vaccine I just was not comfortable with putting something in my body that came out so recently. And now apparently they are saying there are a lot of side effects. More than that, COVID was preventable. And I never even got it even though I was traveling from June 2020 to 2022. I used to get texted bi-weekly and had minimal contact with people. So, i did not understand the necessity for the vaccination for EVERYONE. It is one thing to be elderly and need it but for a healthy young adult I did not understand. Also, unlike Hepatitis which I did get the vaccination for, COVID is not necessarily going to effect everyone. 
Lastly, my biggest issue with vaccination are the mandates. I do not believe the government should have the authority to mandate what I put inside my body.",5,1,7,1,4,0,7,0,1,0,4,0,4,0,4,0,6,0,4,0,7,1,7,1,7,4,5,4,2,1,1,4,3,5,5,4,5,4,2,3,5,5,3,20,49,61,52,6,6,7,5,4,5,5,5,5,0,Other,"['COVID was preventable. And I never even got it even though I was traveling from June 2020 to 2022.', 'the COVID vaccine I just was not comfortable with putting something in my body that came out so recently.', 'there are a lot of side effects.', 'It is one thing to be elderly and need it but for a healthy young adult I did not understand.', 'COVID is not necessarily going to effect everyone.', 'my biggest issue with vaccination are the mandates.', 'I do not believe the government should have the authority to mandate what I put inside my body.', 'I used to get texted bi-weekly and had minimal contact with people. So, i did not understand the necessity for the vaccination for EVERYONE.']",0,1,0,0,0,1,3,1,1,2,1,8,7,0,1,0,0,0,1,1,1,1,1,1,2
188,66,2,1,6,2,Against (I feel negatively about the vaccines),Part-Time,NA,4,226.897,"I have neutral feelings about the subject of vaccination. I have been vaccinated many times during my 60+ year life, including childhood vaccination and other vaccinations as an adult, such as for tetanus. A few years ago, I received some travel vaccinations before a trip to China. Up until recently, I had no reason to doubt the efficacy and usefulness of vaccination in general, and would consider have other vaccines in the future, should they prove to be efficacious and relatively safe. 

I don't see any point in becoming emotional about what is basically an individual medical decision to be made after comparing the benefits and costs of each vaccine on offer.",4,1,4,0,4,0,4,0,4,0,2,0,4,1,4,0,6,0,2,0,6,0,6,4,6,3,3,3,3,2,3,3,3,3,1,1,1,3,2,2,2,3,2,20,20,25,10,3,3,3,3,2,2,3,3,3,0,Other,['is basically an individual medical decision to be made after comparing the benefits and costs of each vaccine on offer.'],0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3
189,50,2,1,5,9,Against (I feel negatively about the vaccines),Full-Time,Republican,1,283.501,"I feel that there is a radical agenda going on right now. Between Covid, vaccines, black people and trans rights. Itâ€™s a truly bizarre way of seeing how manipulated people can be. And it appears that itâ€™s rather easy to get people to follow along without thinking for themselves. I would never get one vaccine much less several, when there hasnâ€™t been enough time to test the efficacy of them or the long term side effects. I know people who are dying or have died from these vaccines (not Covid) If the cure is way more dangerous that the illness, itâ€™s just obvious that a person should refrain from getting any. Iâ€™ve also seen very bizarre personality changes in those who are vaccinated. Luckily I donâ€™t like people anyway, so they can be as angry as they wish. But this country is a mess and I canâ€™t even pay any attention to the media.",7,1,7,0,6,1,6,0,6,0,6,0,7,1,7,0,6,0,5,0,7,0,9,7,9,4,4,4,3,3,3,4,3,4,4,4,3,2,3,2,5,4,4,29,29,96,40,1,1,2,4,4,4,4,4,4,0,Republican,"['there is a radical agenda going on right now. Between Covid, vaccines, black people and trans rights.', ""it's rather easy to get people to follow along without thinking for themselves."", ""there hasn't been enough time to test the efficacy of them or the long term side effects."", 'I know people who are dying or have died from these vaccines (not Covid)', 'the cure is way more dangerous that the illness,', ""I've also seen very bizarre personality changes in those who are vaccinated."", ""It's a truly bizarre way of seeing how manipulated people can be.""]",0,1,1,0,0,2,1,0,1,2,1,7,7,0,1,1,0,0,1,1,0,1,1,1,1
190,26,1,1,3,7,Against (I feel negatively about the vaccines),"Not in paid work (e.g. homemaker', 'retired or disabled)",Independent,3,241.763,I believe normal vaccinations are good like that ones you get when your an infant to toddler besides the flu shot and the covid vaccine this is why I put slightly negative but for me and my kids I believe they should build an immune to the flu and to be safe around covid to slowly build and immune as well.,5,0,6,0,3,0,2,0,2,0,3,0,3,1,2,0,5,0,4,0,6,0,9,4,6,5,4,4,3,2,3,2,3,1,2,1,1,4,2,3,4,1,2,75,41,95,60,5,5,6,3,2,1,3,4,2,0,Other,['my kids I believe they should build an immune to the flu and to be safe around covid to slowly build and immune as well.'],0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
191,71,2,1,5,9,Against (I feel negatively about the vaccines),"Not in paid work (e.g. homemaker', 'retired or disabled)",Republican,1,125.73,I have recieved two vaccinations and one booster and now I regret that decision. I seems we all have been part of a giant trial that does not seem tohave any real benefit. Billions of dollars have been paid to the drug companies that have been granted immunity for any harmful side effects. These side effedct s emm to be,7,1,6,0,3,0,5,1,2,0,2,0,4,1,4,1,6,0,2,0,7,1,9,3,6,2,1,1,3,3,1,5,3,2,5,5,4,2,3,1,4,2,1,26,11,90,20,2,1,3,4,4,4,1,4,4,0,Republican,"['we all have been part of a giant trial that does not seem tohave any real benefit.', 'Billions of dollars have been paid to the drug companies that have been granted immunity for any harmful side effects.']",0,2,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,1,0,0,0,0,3
192,30,1,1,3,8,Against (I feel negatively about the vaccines),Unemployed (and job seeking),Other,1,755.226,"Bullet points:

-No informed consent
-Lying about the effectiveness to push vaccines
-Lying about unvaccinated individuals being more deadly to anyone they're around
-Ignoring negative outcomes
-Labeling everyone as unvaccinated until 14 days passed after injection (easy to call any death an unvaccinated death when by definition they are) Sophists.

-Demonizing individuals, through the use of government + media, who didn't feel it was wise to get the shot
-Companies caught lying
-Companies caught fudging test data
-Zero long-term studies done
-Intimidation tactics to force people to take the shots
-Threats of loss of work to force people to take the shots
-Threats of social ostracization to force people to take the shots
-Extreme rhetoric in mainstream media about letting COVID-19 unvaccinated individuals die since they didn't take the shot
-Organized push to get young children COVID-19 vaccinated even though we understand it isn't healthy for them
-Doctors coming forward about concerns regarding the vaccines got ignored, shamed, blacklisted, mocked
-Direct government infringement of 1A through the suppression of information through the use of social media (Twitter, Facebook) contacts

Also
-Downplaying the amount of bullshit they spewed for almost two years and pretending nothing went wrong or that no one was coerced into receiving the mRNA vaccination

There's more. Do your own research. I mean... trust the expertsâ„¢.",6,0,6,0,7,0,7,0,4,0,4,0,7,1,4,0,6,0,4,0,6,0,9,4,9,2,1,1,3,3,3,5,5,3,3,2,1,3,2,2,1,1,1,6,5,30,5,5,1,6,5,3,1,1,3,2,0,Other,"['Ignoring negative outcomes', 'No informed consent', 'Lying about the effectiveness to push vaccines', ""Lying about unvaccinated individuals being more deadly to anyone they're around"", 'Labeling everyone as unvaccinated until 14 days passed after injection (easy to call any death an unvaccinated death when by definition they are)', ""Demonizing individuals, through the use of government + media, who didn't feel it was wise to get the shot"", 'Companies caught lying', 'Direct government infringement of 1A through the suppression of information through the use of social media (Twitter, Facebook) contacts', 'Do your own research.', 'Downplaying the amount of bullshit they spewed for almost two years and pretending nothing went wrong or that no one was coerced into receiving the mRNA vaccination', 'Doctors coming forward about concerns regarding the vaccines got ignored, shamed, blacklisted, mocked', ""Organized push to get young children COVID-19 vaccinated even though we understand it isn't healthy for them"", 'Companies caught fudging test data', 'Threats of social ostracization to force people to take the shots', 'Threats of loss of work to force people to take the shots', 'Intimidation tactics to force people to take the shots', 'Zero long-term studies done', ""Extreme rhetoric in mainstream media about letting COVID-19 unvaccinated individuals die since they didn't take the shot""]",0,13,1,0,1,0,0,0,1,6,2,18,6,0,1,1,0,1,0,0,0,1,1,1,2
193,57,2,1,3,6,Against (I feel negatively about the vaccines),Full-Time,Republican,6,144.246,"To be honest it depends on the vaccination. The vaccinations given to babies, children, teens are to prevent serious diseases and are proven to work. The newest Covid vaccines were created differently than the older vaccines and act differently in the body so I am not sure about the Covid vaccines. I am interested to see what issues the Covid vaccines will cause to those that have had it and the boosters.",7,0,4,0,2,0,2,0,1,0,1,0,2,1,2,0,4,0,4,0,7,0,11,9,10,3,4,4,3,3,3,5,5,4,1,1,1,3,2,2,5,1,1,24,29,100,82,4,1,5,3,2,1,4,5,5,0,Republican,"['The newest Covid vaccines were created differently than the older vaccines and act differently in the body', 'I am interested to see what issues the Covid vaccines will cause to those that have had it and the boosters.']",0,1,0,0,0,1,0,0,0,0,0,2,2,0,1,0,0,0,1,0,0,0,0,0,3
194,46,1,1,2,3,Against (I feel negatively about the vaccines),Full-Time,Democrat,1,801.814,"Because if you look at all the other viruses out there, it takes years to find a vaccination for what ever virus is going on. So how can you tell me that in just a couple months you have like 4-5 companies claiming that they have found a vaccination for covid. So what does the government go and do tell every one that so and so has found a vaccination for covid. You must take the vaccination now. And then on top of it they make it mandatory for every one to take the shot. Then they come out and say well you have to take like 2-3 shots all together. Then to top it off after millions of people rush out to get the shot these ass holes go and say stop taking the vaccination because they do not think that it will help with the new virus coming out. Then on top of every thing else they say do not take to vaccination cause if you do with in 4-5 years it will break your body down and start causing blood clots all over your body. Last words the government said was if you have taken the vaccination then on the cool you have 4-5 years left to live because if the virus doesn't get you the the blood clots from the vaccination will. So on the cool hell no to the vaccination. well on the cool it is all population control.",7,0,7,0,7,0,7,0,4,0,7,0,7,0,7,0,7,0,7,0,7,0,11,11,11,5,5,5,5,5,1,5,5,5,1,1,1,4,4,4,5,4,4,1,48,100,100,7,7,7,5,5,5,2,5,5,0,Democrat,"['they say do not take to vaccination cause if you do with in 4-5 years it will break your body down and start causing blood clots all over your body.', 'it is all population control.', ""Last words the government said was if you have taken the vaccination then on the cool you have 4-5 years left to live because if the virus doesn't get you the the blood clots from the vaccination will."", 'Then they come out and say well you have to take like 2-3 shots all together.', 'it takes years to find a vaccination for what ever virus is going on. So how can you tell me that in just a couple months you have like 4-5 companies claiming that they have found a vaccination for covid.', 'they make it mandatory for every one to take the shot.', 'what does the government go and do tell every one that so and so has found a vaccination for covid.', 'You must take the vaccination now.', 'after millions of people rush out to get the shot these ass holes go and say stop taking the vaccination because they do not think that it will help with the new virus coming out.']",1,4,2,0,0,1,0,0,0,2,0,9,5,1,1,1,0,0,1,0,0,0,1,0,2
195,31,4,12,5,5,Against (I feel negatively about the vaccines),Part-Time,Independent,2,217.726,"I personally have a phobia involving injections due to childhood trauma, so from the very beginning I felt wary about vaccination. I also work from home and rarely leave the house so I didnâ€™t feel the need to consider it anyway. In addition to my personal issues, I donâ€™t like the concept of societal requirements and seeing the way it made vaccinated individuals feel superior to unvaccinated people.",5,1,4,0,6,1,6,1,5,0,4,0,5,1,5,1,7,1,4,0,5,1,8,7,9,4,5,5,3,3,1,4,4,3,5,5,3,1,4,1,5,5,5,50,50,80,60,5,4,5,3,3,1,5,5,3,0,Other,"['I personally have a phobia involving injections due to childhood trauma,', ""I also work from home and rarely leave the house so I didn't feel the need to consider it anyway."", ""I don't like the concept of societal requirements and seeing the way it made vaccinated individuals feel superior to unvaccinated people.""]",0,0,0,0,0,1,1,1,0,1,1,3,5,0,0,0,0,0,1,1,1,0,1,1,2
196,55,2,1,4,8,Against (I feel negatively about the vaccines),"Not in paid work (e.g. homemaker', 'retired or disabled)",Republican,1,321.505,"I believe the vaccination was an ""answer"" to Covid, which was concocted in a lab to scare people half to death and see just how far people will be compliant and obey the powers to be. The fact that Covid was ""discovered"" in the 1950's helps support my claims, because a lot of things were born around WWI and WWII. I also believe the Covid vaccine was just another step to see how many would submit and that it was not tested long enough to be injected into peoples' bodies. There were plenty of negative side effects in the beginning to help prove this point. It most certainly did not help eradicate the virus, nor effectively protect all those who submitted to the vaccine. They pointed out the evidence of the spike protein that is included in the vaccine and only they know what else. I believe it is the first attempts to do more damage to the human population and with my love of science and religious beliefs, and the beliefs of others who have more knowledge on this topic, I stand with my conviction and belief of this 21st century phenomenon.",7,1,7,0,7,1,7,1,5,0,6,0,5,1,7,1,7,0,5,1,7,1,11,11,11,3,3,4,4,3,3,3,3,4,5,5,3,2,3,3,3,1,4,60,60,85,50,6,4,5,4,4,5,1,2,4,0,Republican,"['They pointed out the evidence of the spike protein that is included in the vaccine and only they know what else.', 'It most certainly did not help eradicate the virus, nor effectively protect all those who submitted to the vaccine.', 'with my love of science and religious beliefs,', ""it was not tested long enough to be injected into peoples' bodies."", 'the Covid vaccine was just another step to see how many would submit', 'The fact that Covid was ""discovered"" in the 1950\'s helps support my claims, because a lot of things were born around WWI and WWII.', 'the vaccination was an ""answer"" to Covid, which was concocted in a lab to scare people half to death and see just how far people will be compliant and obey the powers to be.', 'There were plenty of negative side effects in the beginning', 'it is the first attempts to do more damage to the human population']",4,2,1,1,0,1,0,0,1,0,0,9,6,1,1,1,1,0,1,0,0,1,0,0,3
198,22,2,2,4,4,Against (I feel negatively about the vaccines),Unemployed (and job seeking),Independent,4,86.314,"I'm neutral when it comes to the vaccination because although I am someone that has not gotten the vaccine and never will, I respect both sides of the spectrum. I have no issues with anybody that takes the vaccines. Once I was old enough to control whether or not I would get vaccinated I decided not to take any of them, this doesn't change that.",6,1,5,0,4,1,4,0,3,1,5,0,4,1,3,1,4,1,2,0,7,1,8,7,9,4,3,4,3,3,2,3,3,4,4,2,3,3,3,2,3,1,4,62,51,50,50,6,5,7,4,4,4,3,5,5,0,Other,['old enough to control whether or not I would get vaccinated'],0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2
199,51,2,1,6,9,Against (I feel negatively about the vaccines),Full-Time,Republican,1,520.898,"Vaccines for children have been tested and worked on for years. There is little chance that there is something in these vaccines that is harmful to the users. The COVID-19 vaccine was cobbled together in a few months and we have seen multiple failures of the vaccine. Death and other ailments occurring afterward. The ""vaccine"" did not stop or reduce transmission of the disease. It supposedly reduced the severity of the symptoms only. There is no clinical way to say that the reduction in severity was based on the ""vaccine"" or just on the lessening of severity from the miniscule doses of the virus that people have been subject to in their daily lives giving us a slight natural immunity. The government and the drug companies have been pushing the ""vaccine"" claiming that it is the best thing ever while hiding the problems with it. They were sure to document everyone that was sick, sometimes counting the same person multiple times, but would not detail any of the downsides of receiving this ""vaccine"". I have personal knowledge of a healthy man in his 30s who TWO DAYS after receiving his 'vaccine"" was an insulin dependent diabetic who almost died because of the immediate lack of pancreatic function. There are many stories like this all over the world, but they're not being told. Until the government and the media tells both sides of the story, I and others will continue to believe that they are hiding something.",6,1,5,1,3,0,4,0,3,0,4,0,5,1,4,1,5,0,2,0,6,0,9,7,7,2,2,2,3,2,3,5,5,3,5,4,4,3,3,1,2,1,1,10,10,90,10,6,2,5,4,4,4,2,2,2,0,Republican,"['The ""vaccine"" did not stop or reduce transmission of the disease. It supposedly reduced the severity of the symptoms only.', 'I have personal knowledge of a healthy man in his 30s who TWO DAYS after receiving his \'vaccine"" was an insulin dependent diabetic who almost died because of the immediate lack of pancreatic function. There are many stories like this all over the world, but they\'re not being told.', 'we have seen multiple failures of the vaccine. Death and other ailments occurring afterward.', 'The COVID-19 vaccine was cobbled together in a few months', 'There is no clinical way to say that the reduction in severity was based on the ""vaccine"" or just on the lessening of severity from the miniscule doses of the virus that people have been subject to in their daily lives giving us a slight natural immunity.', 'The government and the drug companies have been pushing the ""vaccine"" claiming that it is the best thing ever while hiding the problems with it.', 'They were sure to document everyone that was sick, sometimes counting the same person multiple times, but would not detail any of the downsides of receiving this ""vaccine"".', 'Until the government and the media tells both sides of the story, I and others will continue to believe that they are hiding something.']",1,5,2,0,0,1,0,0,2,0,0,8,5,1,1,1,0,0,1,0,0,1,0,0,3
200,27,2,1,3,6,Against (I feel negatively about the vaccines),NA,Independent,3,257.588,"It depends on what vaccines we are talking about. Regular vaccines (tdap, chicken pox, etc) that have been around for years i am open to. There has been plenty of research on those vaccines and around for decades to determine long term effects, if any. Covid vaccines i have a negative view on. The vaccine was developed in a few measly months. That is not a long enough study for me personally, plus we aren't sure if there are any long term effects. Not just covid- but any vaccine that is developed in months and does not have a long study done the vaccine itself would not sit right with me. i believe these things should be thoroughly studied, tested, and studied again before being distributed to the public/required for works, school, entry to buildings, etc.",5,1,4,0,5,1,5,0,4,0,3,0,2,1,4,0,6,0,6,0,5,0,9,8,9,2,3,3,4,3,4,4,3,4,5,3,4,2,2,3,4,3,2,70,67,50,35,4,3,5,4,4,4,2,3,4,0,Other,"[""we aren't sure if there are any long term effects."", 'Not just covid- but any vaccine that is developed in months and does not have a long study done the vaccine itself would not sit right with me.', 'these things should be thoroughly studied, tested, and studied again before being distributed to the public/required for works, school, entry to buildings, etc.', 'The vaccine was developed in a few measly months. That is not a long enough study for me personally,']",0,4,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,3
